2025-05-16 10:54:43,The patient was diagnosed with congestive heart failure (CHF).,BERT-base-cased,"[('The', 'O'), ('patient', 'O'), ('was', 'O'), ('diagnosed', 'O'), ('with', 'O'), ('congestive', 'B-LF'), ('heart', 'I-LF'), ('failure', 'I-LF'), ('CHF', 'B-AC')]"
2025-05-16 10:54:51,The patient was diagnosed with congestive heart failure (CHF).,Bio_ClinicalBERT,"[('The', 'O'), ('patient', 'O'), ('was', 'O'), ('diagnosed', 'O'), ('with', 'O'), ('congestive', 'B-LF'), ('heart', 'I-LF'), ('failure', 'I-LF'), ('CHF', 'B-AC')]"
2025-05-16 10:55:04,She was admitted for chronic obstructive pulmonary disease (COPD).,BERT-base-cased,"[('She', 'O'), ('was', 'O'), ('admitted', 'O'), ('for', 'O'), ('chronic', 'B-LF'), ('obstructive', 'I-LF'), ('pulmonary', 'I-LF'), ('disease', 'I-LF'), ('COPD', 'B-AC')]"
2025-05-16 10:55:07,She was admitted for chronic obstructive pulmonary disease (COPD).,Bio_ClinicalBERT,"[('She', 'O'), ('was', 'O'), ('admitted', 'O'), ('for', 'O'), ('chronic', 'B-LF'), ('obstructive', 'I-LF'), ('pulmonary', 'I-LF'), ('disease', 'I-LF'), ('COPD', 'B-AC')]"
2025-05-16 10:55:18,A magnetic resonance imaging (MRI) scan was scheduled.,BERT-base-cased,"[('A', 'O'), ('magnetic', 'B-LF'), ('resonance', 'I-LF'), ('imaging', 'I-LF'), ('MRI', 'I-LF'), ('scan', 'O'), ('was', 'O'), ('scheduled', 'O')]"
2025-05-16 10:55:21,A magnetic resonance imaging (MRI) scan was scheduled.,Bio_ClinicalBERT,"[('A', 'O'), ('magnetic', 'B-LF'), ('resonance', 'I-LF'), ('imaging', 'I-LF'), ('MRI', 'B-AC'), ('scan', 'O'), ('was', 'O'), ('scheduled', 'O')]"
2025-05-16 10:56:15,He was prescribed tissue plasminogen activator (tPA).,BERT-base-cased,"[('He', 'O'), ('was', 'O'), ('prescribed', 'O'), ('tissue', 'B-LF'), ('plasminogen', 'I-LF'), ('activator', 'I-LF'), ('tPA', 'B-AC')]"
2025-05-16 10:56:18,He was prescribed tissue plasminogen activator (tPA).,Bio_ClinicalBERT,"[('He', 'O'), ('was', 'O'), ('prescribed', 'O'), ('tissue', 'B-LF'), ('plasminogen', 'I-LF'), ('activator', 'I-LF'), ('tPA', 'B-AC')]"
2025-05-16 10:56:33,Blood tests showed elevated levels of C-reactive protein (CRP).,BERT-base-cased,"[('Blood', 'O'), ('tests', 'O'), ('showed', 'O'), ('elevated', 'O'), ('levels', 'O'), ('of', 'O'), ('Creactive', 'B-LF'), ('protein', 'I-LF'), ('CRP', 'B-AC')]"
2025-05-16 10:56:36,Blood tests showed elevated levels of C-reactive protein (CRP).,Bio_ClinicalBERT,"[('Blood', 'O'), ('tests', 'O'), ('showed', 'O'), ('elevated', 'O'), ('levels', 'O'), ('of', 'O'), ('Creactive', 'B-LF'), ('protein', 'I-LF'), ('CRP', 'I-LF')]"
2025-05-16 10:56:56,The doctor ordered an electrocardiogram (ECG) immediately.,BERT-base-cased,"[('The', 'O'), ('doctor', 'O'), ('ordered', 'O'), ('an', 'O'), ('electrocardiogram', 'B-LF'), ('ECG', 'B-AC'), ('immediately', 'O')]"
2025-05-16 10:56:58,The doctor ordered an electrocardiogram (ECG) immediately.,Bio_ClinicalBERT,"[('The', 'O'), ('doctor', 'O'), ('ordered', 'O'), ('an', 'O'), ('electrocardiogram', 'B-LF'), ('ECG', 'B-AC'), ('immediately', 'O')]"
2025-05-16 10:57:14,The treatment plan includes continuous positive airway pressure (CPAP).,BERT-base-cased,"[('The', 'O'), ('treatment', 'O'), ('plan', 'O'), ('includes', 'O'), ('continuous', 'O'), ('positive', 'B-LF'), ('airway', 'I-LF'), ('pressure', 'I-LF'), ('CPAP', 'B-AC')]"
2025-05-16 10:57:17,The treatment plan includes continuous positive airway pressure (CPAP).,Bio_ClinicalBERT,"[('The', 'O'), ('treatment', 'O'), ('plan', 'O'), ('includes', 'O'), ('continuous', 'B-LF'), ('positive', 'I-LF'), ('airway', 'I-LF'), ('pressure', 'I-LF'), ('CPAP', 'B-AC')]"
2025-05-16 10:58:01,The patient underwent a computed tomography (CT) scan.,BERT-base-cased,"[('The', 'O'), ('patient', 'O'), ('underwent', 'O'), ('a', 'O'), ('computed', 'B-LF'), ('tomography', 'I-LF'), ('CT', 'I-LF'), ('scan', 'O')]"
2025-05-16 10:58:03,The patient underwent a computed tomography (CT) scan.,Bio_ClinicalBERT,"[('The', 'O'), ('patient', 'O'), ('underwent', 'O'), ('a', 'O'), ('computed', 'B-LF'), ('tomography', 'I-LF'), ('CT', 'B-AC'), ('scan', 'O')]"
2025-05-16 10:58:14,Aspirin was administered to manage acute coronary syndrome (ACS).,BERT-base-cased,"[('Aspirin', 'O'), ('was', 'O'), ('administered', 'O'), ('to', 'O'), ('manage', 'O'), ('acute', 'B-LF'), ('coronary', 'I-LF'), ('syndrome', 'I-LF'), ('ACS', 'B-AC')]"
